year,month,consumption_TWh,co2_emission_mt,country_enc,energy_source_enc,country_enc,energy_source_enc
2016,3,4301.14,378.13,1,2,1,2
1994,1,3549.15,1562.36,3,3,3,3
2006,1,4705.69,77.93,1,2,1,2
2001,8,1812.74,1902.58,3,3,3,3
2020,3,2147.3,760.16,6,3,6,3
2022,11,1744.09,715.73,6,5,6,5
2018,10,495.32,1037.2,2,3,2,3
1992,4,2410.04,1113.44,0,1,0,1
2019,7,2975.64,1993.8,2,0,2,0
2011,1,2401.8,1926.1,0,6,0,6
2021,6,4132.86,1147.61,3,5,3,5
1999,1,1515.89,973.7,6,2,6,2
2021,3,4510.52,1946.95,6,2,6,2
1993,4,936.74,1274.45,3,5,3,5
2018,11,3290.5,140.5,2,5,2,5
1997,7,2290.34,627.08,2,3,2,3
2009,2,2547.28,27.87,0,4,0,4
1996,8,1859.3,471.8,0,3,0,3
1990,6,856.92,123.47,7,2,7,2
2014,10,936.98,780.85,5,2,5,2
2015,2,565.04,329.49,1,2,1,2
1998,3,1103.18,248.53,1,3,1,3
2012,4,98.14,1191.86,2,3,2,3
1991,6,288.32,287.15,4,1,4,1
2015,1,1876.32,32.95,6,5,6,5
2003,5,22.21,6.87,0,5,0,5
2020,8,4488.07,1545.83,0,2,0,2
2015,12,4321.12,664.93,7,6,7,6
2008,7,3626.61,1152.6,7,6,7,6
1994,11,4395.5,1386.16,6,2,6,2
1995,3,4630.2,1914.49,0,2,0,2
2024,11,1742.33,881.12,1,3,1,3
2005,2,2008.62,552.19,4,2,4,2
2020,2,4645.56,1660.41,4,6,4,6
2007,10,2769.13,1933.24,2,5,2,5
2003,5,3181.05,842.49,4,3,4,3
2014,8,4298.13,1609.89,3,0,3,0
2004,6,4957.07,1613.58,5,1,5,1
2015,6,2986.43,1296.28,3,0,3,0
2000,7,4290.21,25.47,6,4,6,4
1996,1,4517.45,1698.17,4,5,4,5
2007,3,4891.72,1644.21,0,0,0,0
2009,11,1138.19,1430.42,2,1,2,1
1991,5,2464.62,47.17,0,5,0,5
2015,7,2010.54,753.47,2,4,2,4
2012,6,35.67,1322.7,7,5,7,5
2021,1,691.55,1585.37,3,2,3,2
2002,9,386.36,1492.45,2,2,2,2
2002,3,3503.18,92.98,3,2,3,2
2006,12,4837.85,1682.48,0,1,0,1
2014,7,1246.93,1569.68,0,6,0,6
2011,12,4338.09,927.8,6,4,6,4
2016,1,4633.6,1568.97,5,6,5,6
2006,1,1971.16,1800.97,3,4,3,4
2015,11,816.48,1198.18,2,4,2,4
2003,1,4737.8,1052.44,6,5,6,5
2003,12,4869.08,420.47,7,5,7,5
2001,4,4744.7,1501.09,0,2,0,2
1994,1,445.98,1305.05,2,6,2,6
1993,1,94.2,57.29,0,3,0,3
2018,9,1981.82,479.67,2,6,2,6
2014,8,4121.4,1795.56,6,0,6,0
1993,5,2674.53,1136.81,4,3,4,3
2005,2,2063.31,64.16,3,3,3,3
1991,7,3272.9,1756.56,1,1,1,1
2012,12,3864.48,212.47,0,6,0,6
1993,1,1881.21,1181.82,6,0,6,0
2009,11,414.5,222.68,7,3,7,3
2006,9,4712.58,1139.87,4,3,4,3
1995,1,2766.95,1829.76,0,2,0,2
2007,3,833.8,1853.43,6,3,6,3
2009,6,1034.15,243.47,4,3,4,3
2023,4,3447.87,1029.58,2,5,2,5
2013,2,40.63,1076.0,2,1,2,1
2007,5,3743.03,718.74,0,5,0,5
2019,10,4830.82,1897.29,7,6,7,6
1990,1,3052.64,1179.83,2,6,2,6
2012,1,3724.37,879.18,0,2,0,2
2018,11,4092.87,496.37,2,6,2,6
2021,6,3367.48,1138.85,4,2,4,2
1991,11,2658.33,635.62,2,5,2,5
2006,9,4009.35,1971.67,2,3,2,3
1991,10,984.4,572.37,7,0,7,0
1993,7,3512.99,1056.71,3,6,3,6
2023,10,1223.4,735.83,4,5,4,5
1990,4,4389.11,1280.26,1,6,1,6
2012,8,4438.09,1968.1,1,4,1,4
1995,1,3040.78,1488.54,1,0,1,0
2005,5,2603.99,1118.61,6,0,6,0
1991,2,2138.39,1896.54,3,0,3,0
2001,11,4843.15,532.02,3,3,3,3
2016,3,142.59,1905.11,7,2,7,2
2008,10,1841.84,411.89,7,1,7,1
2017,4,1029.55,1057.47,6,6,6,6
2024,1,1547.29,611.31,2,2,2,2
1993,5,2607.25,1498.94,5,3,5,3
1996,10,3591.1,247.52,5,2,5,2
2014,6,3052.72,557.85,4,3,4,3
2006,11,3949.07,1818.51,6,0,6,0
2003,1,3716.13,144.22,2,4,2,4
1991,4,1109.55,106.41,1,6,1,6
2013,2,1332.16,550.05,3,2,3,2
2004,1,1484.77,1353.5,7,4,7,4
2022,5,1658.28,1482.81,2,6,2,6
2001,12,2909.7,108.45,5,6,5,6
2008,11,4680.81,767.46,5,5,5,5
1994,1,4034.27,1699.95,7,4,7,4
1990,8,2910.76,1524.21,0,6,0,6
1998,2,1527.66,1933.83,3,4,3,4
2023,5,394.33,440.3,5,3,5,3
2018,3,3462.29,1827.87,1,6,1,6
1991,6,238.48,358.43,2,1,2,1
2008,6,521.98,1261.79,1,2,1,2
2017,8,4617.94,1314.14,2,6,2,6
2024,11,1018.19,1759.57,1,0,1,0
2011,5,3683.13,607.4,3,4,3,4
1993,5,2232.87,52.8,6,3,6,3
1997,5,2130.02,1461.1,2,1,2,1
1990,9,448.38,1270.47,1,1,1,1
1996,2,2898.82,441.61,6,4,6,4
2014,3,4056.65,636.46,5,3,5,3
2018,4,2406.6,969.84,4,6,4,6
1990,7,2633.77,289.64,7,2,7,2
2007,10,2599.92,292.0,0,6,0,6
1993,12,682.0,505.45,0,1,0,1
2009,1,737.66,954.02,6,5,6,5
1997,3,2297.47,1853.24,5,1,5,1
2016,10,3559.25,920.0,4,4,4,4
2024,7,3141.52,1498.18,3,6,3,6
2014,8,1786.25,469.16,4,3,4,3
2003,2,1983.4,232.37,4,3,4,3
2020,11,4936.29,1751.68,2,3,2,3
1994,3,2028.54,579.43,7,3,7,3
2006,7,1231.56,683.66,4,5,4,5
1999,7,1928.81,324.25,0,4,0,4
2005,3,2991.68,466.13,5,4,5,4
1993,10,684.64,533.18,4,1,4,1
1994,5,975.38,1318.74,0,1,0,1
2009,7,804.04,481.26,0,2,0,2
1995,3,2737.86,303.15,7,0,7,0
2000,8,1852.49,4.11,3,1,3,1
2006,12,4299.95,342.59,1,4,1,4
1992,4,1164.33,316.41,0,2,0,2
2005,11,3428.73,889.18,6,1,6,1
2015,7,2944.18,560.78,0,2,0,2
2013,2,119.36,467.46,2,5,2,5
2023,5,1726.38,565.08,0,5,0,5
2009,6,822.98,1647.86,6,4,6,4
2006,1,1655.0,887.79,4,3,4,3
2009,11,1159.82,1428.04,1,2,1,2
2005,9,3781.02,277.85,1,3,1,3
1993,9,4902.39,1761.51,4,6,4,6
2007,4,1174.52,1982.46,2,0,2,0
2024,5,3917.81,1853.95,2,1,2,1
2019,9,38.41,1511.75,6,4,6,4
2007,10,431.47,1559.27,6,2,6,2
2010,11,1829.8,1935.01,5,3,5,3
2021,2,1141.35,1109.54,0,5,0,5
1994,5,1077.83,979.45,5,4,5,4
2012,4,1555.5,682.81,2,2,2,2
2019,2,3988.19,185.67,1,3,1,3
2016,2,794.17,380.57,1,0,1,0
2004,9,1496.55,627.43,4,3,4,3
2003,10,3917.48,1947.66,6,5,6,5
2010,12,4031.44,1521.85,6,0,6,0
2023,8,213.33,1275.48,4,3,4,3
2015,10,2022.79,826.58,4,6,4,6
2014,10,2210.52,1767.4,3,3,3,3
2020,8,4874.43,821.04,1,1,1,1
1995,8,3350.84,608.15,1,6,1,6
1993,5,1071.97,1282.81,1,4,1,4
2013,4,1510.99,1880.91,7,0,7,0
2020,10,3470.68,1575.61,7,4,7,4
2008,3,3352.17,1060.12,5,5,5,5
2000,2,340.81,1365.92,4,6,4,6
2018,10,4122.05,4.37,3,1,3,1
1994,5,3841.5,1388.54,2,3,2,3
2007,8,1474.54,1555.2,2,0,2,0
1992,5,1245.23,512.04,7,5,7,5
2000,7,758.84,1713.55,1,1,1,1
2010,5,2229.44,404.03,2,1,2,1
2019,10,1931.5,1841.33,0,0,0,0
2008,9,61.69,119.74,3,5,3,5
2014,8,4298.56,1999.41,6,3,6,3
2024,8,1670.64,271.52,4,6,4,6
2001,1,905.73,215.51,7,6,7,6
2015,5,2428.86,692.04,5,0,5,0
1994,9,4113.59,1203.43,3,5,3,5
2008,11,4129.27,456.29,2,2,2,2
2016,8,1723.6,846.91,0,1,0,1
2018,1,3182.88,1037.41,7,2,7,2
2001,9,3505.53,1256.73,5,4,5,4
2008,10,467.62,365.28,0,5,0,5
1998,1,1112.55,207.63,7,1,7,1
2007,5,1950.58,706.95,2,5,2,5
2018,10,844.35,1885.91,4,5,4,5
1992,1,4789.01,1976.45,2,3,2,3
2012,8,4268.8,735.45,7,1,7,1
2019,11,4263.73,501.74,4,2,4,2
2013,2,3681.76,1750.99,2,3,2,3
1993,6,4863.77,223.22,2,1,2,1
2017,2,3258.02,273.1,4,5,4,5
2005,2,250.96,922.9,2,0,2,0
2002,1,4960.98,1634.68,0,4,0,4
1997,6,1365.46,1395.64,6,2,6,2
2014,5,3518.95,1014.48,0,1,0,1
1991,4,440.16,1881.7,2,5,2,5
2019,12,3489.39,1428.4,1,2,1,2
1992,4,4759.13,1715.14,2,4,2,4
2012,9,935.88,488.89,6,2,6,2
2018,11,1713.4,1493.36,2,0,2,0
2019,2,4195.84,487.65,0,4,0,4
2000,10,2378.66,1565.6,2,0,2,0
2010,7,2154.81,1007.49,7,3,7,3
2016,5,2345.12,1953.76,6,5,6,5
2013,10,1141.19,54.25,2,0,2,0
2020,9,3433.89,924.14,2,2,2,2
2019,4,3559.88,1946.89,3,2,3,2
1990,6,3544.67,1796.84,6,4,6,4
1990,2,706.25,478.46,0,3,0,3
1997,1,3340.5,1408.84,6,6,6,6
2023,12,4842.76,1807.01,2,6,2,6
2005,1,2433.19,1669.82,6,6,6,6
2016,4,370.65,1592.34,2,0,2,0
1993,11,2247.81,1697.25,0,2,0,2
2008,9,1619.88,1720.52,0,2,0,2
2018,3,2536.14,508.2,4,1,4,1
1992,12,2663.8,1767.05,5,1,5,1
2000,3,1309.98,1868.99,1,4,1,4
1997,12,2894.37,322.28,2,4,2,4
2022,12,1973.38,675.75,6,6,6,6
1997,7,4793.09,132.48,6,1,6,1
2014,8,800.27,1320.66,1,2,1,2
2013,11,1988.94,394.92,5,3,5,3
2015,6,2163.08,303.27,2,3,2,3
2015,1,174.12,1022.66,2,5,2,5
2006,6,3669.84,1522.84,6,4,6,4
2016,8,3270.91,990.39,1,4,1,4
2018,5,3413.61,1670.26,5,5,5,5
1998,8,1397.69,457.8,6,6,6,6
2003,12,4986.61,857.28,0,1,0,1
1994,1,4560.3,1886.96,6,1,6,1
2019,12,601.88,83.95,5,3,5,3
2017,4,4792.97,641.07,3,0,3,0
1997,12,4941.14,1348.17,2,6,2,6
2004,9,2417.62,326.0,3,2,3,2
2017,10,1498.69,1993.16,2,0,2,0
2022,5,4397.75,1885.24,3,2,3,2
1995,10,4025.56,879.88,4,3,4,3
2001,12,2777.35,795.74,7,6,7,6
1996,10,4369.25,1299.81,3,0,3,0
2017,3,2314.65,987.53,7,4,7,4
1996,3,2749.41,1820.79,1,4,1,4
1990,9,3843.1,957.08,7,3,7,3
2013,1,355.77,664.84,1,3,1,3
2008,11,1524.12,937.77,7,0,7,0
2021,6,1807.95,1057.77,1,4,1,4
2019,6,1681.76,494.75,3,4,3,4
1990,10,4854.04,568.26,2,5,2,5
2021,8,3323.54,1187.25,2,0,2,0
2009,8,410.49,738.04,3,6,3,6
2010,1,1822.14,97.69,2,5,2,5
2008,7,844.96,955.6,0,4,0,4
2019,10,4621.14,1689.94,5,0,5,0
2017,1,2658.99,828.45,0,6,0,6
2021,8,2866.79,1093.22,3,0,3,0
2019,5,698.24,1730.08,0,3,0,3
2012,2,390.21,304.82,0,6,0,6
2016,3,1021.01,1098.24,1,6,1,6
2015,11,3094.57,1689.43,4,1,4,1
1992,9,4564.79,87.36,7,3,7,3
2020,2,1089.83,752.23,1,0,1,0
1991,4,87.45,1196.07,3,0,3,0
1999,7,1240.26,265.27,7,5,7,5
2008,8,1713.68,475.16,2,4,2,4
2020,11,406.57,730.65,3,6,3,6
2018,3,484.92,546.71,4,4,4,4
2014,10,2557.27,865.9,6,6,6,6
2021,10,3107.76,1143.97,5,3,5,3
2006,9,4038.86,1739.26,3,3,3,3
2012,8,758.14,1651.36,6,1,6,1
2007,6,4343.87,1940.1,4,2,4,2
2000,12,4759.59,1667.75,6,1,6,1
2009,8,3151.65,1936.47,3,0,3,0
2002,11,352.89,1644.1,5,6,5,6
2013,10,1464.21,1986.63,4,3,4,3
2009,8,4595.19,710.7,7,3,7,3
2017,3,93.81,1888.65,6,1,6,1
2024,7,3153.19,434.21,6,1,6,1
2010,8,2122.01,1175.45,1,4,1,4
1995,12,2434.5,1675.25,3,6,3,6
1996,6,4122.88,1555.09,3,5,3,5
2018,6,1034.23,1535.96,6,1,6,1
2012,7,162.63,670.58,6,0,6,0
1994,4,4485.61,1770.55,6,4,6,4
2011,10,1880.52,845.98,3,5,3,5
1998,10,3985.92,1138.62,1,6,1,6
2021,9,2270.57,517.26,6,4,6,4
1999,3,3969.41,340.94,3,4,3,4
2017,7,3401.7,1731.87,3,1,3,1
2000,9,2980.55,1717.44,1,2,1,2
1996,8,1783.95,467.12,5,2,5,2
2019,7,1460.61,123.99,2,3,2,3
2023,5,479.5,358.05,2,5,2,5
2017,2,3232.6,1228.67,5,3,5,3
2021,2,3978.03,572.43,1,3,1,3
2005,4,2155.7,697.86,2,5,2,5
1990,5,323.74,366.68,1,0,1,0
2023,12,3546.83,1350.89,0,2,0,2
2012,4,2830.61,1795.78,2,5,2,5
2009,11,2646.29,1550.34,7,3,7,3
2007,2,4822.71,408.31,2,1,2,1
2007,4,3090.33,1219.73,0,1,0,1
2010,11,4585.79,1369.0,7,0,7,0
1997,5,4922.59,1708.08,5,6,5,6
2023,4,21.88,1701.95,6,2,6,2
2000,6,826.54,1293.92,0,4,0,4
1999,10,2782.17,1809.45,3,4,3,4
1997,7,4476.67,1846.95,1,2,1,2
1997,5,1755.38,326.37,7,4,7,4
2008,9,4746.35,1356.85,2,2,2,2
1990,4,2202.77,574.58,6,1,6,1
1992,11,4191.74,536.43,0,0,0,0
2021,10,1600.3,1273.77,3,1,3,1
2005,2,4381.44,969.84,1,3,1,3
2019,11,1152.21,1755.8,2,3,2,3
2017,10,1730.21,1182.74,7,5,7,5
2017,8,4131.54,254.54,2,6,2,6
2005,4,4896.87,1003.56,7,0,7,0
2022,4,4499.14,946.62,3,0,3,0
2014,3,2482.9,1420.79,5,0,5,0
2007,12,1726.94,962.18,0,6,0,6
2015,9,1258.2,1822.32,7,1,7,1
1995,4,2381.92,1634.34,3,0,3,0
1992,2,3536.89,253.8,1,1,1,1
1995,11,3941.15,832.78,3,5,3,5
2003,1,4882.24,523.24,2,5,2,5
2007,12,649.42,1485.42,0,3,0,3
2005,1,3240.94,1266.83,2,4,2,4
2013,8,1230.44,278.15,1,4,1,4
2002,1,3065.96,509.89,5,1,5,1
1990,5,742.54,1505.23,4,3,4,3
2003,8,675.74,1379.17,0,5,0,5
2006,7,4502.89,1683.12,5,2,5,2
2002,7,361.3,775.26,7,2,7,2
2002,8,859.33,1587.08,4,5,4,5
1998,11,4662.86,1134.37,0,5,0,5
1995,3,112.15,747.21,3,2,3,2
1995,5,1828.42,821.23,0,3,0,3
2019,2,893.96,773.16,5,6,5,6
2003,5,3082.75,1552.99,1,3,1,3
1993,5,583.03,1222.5,7,0,7,0
2023,2,4342.91,1728.01,6,2,6,2
1991,10,3459.54,1295.52,7,5,7,5
2006,12,1315.42,1713.54,6,4,6,4
2003,6,112.63,1601.3,7,4,7,4
2006,1,4423.39,1828.41,1,2,1,2
2019,8,2568.87,1393.21,2,5,2,5
2018,11,4300.01,1636.75,2,1,2,1
1996,1,4604.38,1078.19,3,4,3,4
1998,3,1152.06,1953.61,0,3,0,3
2012,1,2902.64,50.39,0,5,0,5
2003,2,3425.5,702.13,1,5,1,5
2009,7,1546.64,1254.23,7,2,7,2
2006,7,1402.95,1811.23,0,4,0,4
2021,11,3798.67,824.84,0,5,0,5
2014,5,2253.8,1011.06,0,6,0,6
2019,5,4602.17,1264.17,6,0,6,0
2016,7,1025.24,1702.13,1,0,1,0
2016,10,3140.14,540.01,2,6,2,6
2020,11,4232.04,1827.87,2,5,2,5
2015,12,1824.18,201.18,1,3,1,3
2003,10,2245.03,563.37,6,1,6,1
2010,5,4434.44,161.95,4,0,4,0
2017,8,2965.65,872.13,7,5,7,5
2004,3,3726.74,99.82,0,5,0,5
2019,2,2661.17,1226.24,1,5,1,5
2014,10,725.54,76.58,2,1,2,1
2000,4,3041.52,1649.6,1,1,1,1
2000,7,1737.77,1422.81,7,0,7,0
2017,9,4378.72,338.83,6,4,6,4
1994,3,720.21,408.8,7,5,7,5
2017,11,220.6,515.9,0,1,0,1
1997,3,3904.01,1746.96,3,4,3,4
2015,11,216.01,827.01,3,2,3,2
1995,7,990.47,265.99,5,2,5,2
2021,1,4514.46,1407.61,1,1,1,1
2021,7,2958.74,1345.5,3,0,3,0
2001,2,1102.2,151.53,2,3,2,3
1995,10,484.32,406.73,7,0,7,0
2002,1,4476.9,334.18,1,4,1,4
2023,10,1104.5,267.22,3,4,3,4
2012,9,4726.13,53.22,0,3,0,3
2006,1,23.03,644.57,6,1,6,1
1990,8,2846.77,1104.95,3,6,3,6
1996,10,3270.84,160.19,6,2,6,2
2002,7,152.44,1171.17,0,1,0,1
2003,10,4580.41,1391.55,0,3,0,3
2006,9,4350.41,189.86,3,1,3,1
2019,12,4893.83,1578.86,6,6,6,6
2023,5,2151.95,953.87,0,0,0,0
2016,3,415.17,439.63,7,0,7,0
2014,1,160.12,869.21,0,3,0,3
2024,2,2193.78,365.4,7,0,7,0
1998,6,4142.69,145.13,4,0,4,0
1995,8,2618.6,1759.94,0,6,0,6
2015,9,4043.55,1265.27,7,5,7,5
2016,8,1916.65,1974.06,3,2,3,2
2020,2,2502.79,1166.08,5,3,5,3
1992,1,3716.21,668.83,0,6,0,6
2013,10,2072.63,1962.36,1,4,1,4
2004,4,4412.02,1279.36,6,1,6,1
1995,5,4164.86,754.76,7,5,7,5
2000,10,804.55,109.98,2,6,2,6
2019,6,3139.98,98.6,1,4,1,4
2024,4,2406.48,839.32,2,4,2,4
2018,5,2427.93,1925.2,5,6,5,6
2012,8,805.55,1678.18,6,2,6,2
1992,10,2092.45,122.5,6,2,6,2
2015,3,2534.6,1201.1,6,0,6,0
2003,1,3161.32,1882.43,7,4,7,4
2008,9,3908.96,1632.0,6,3,6,3
2010,9,2316.03,877.58,4,1,4,1
2010,2,2406.88,1375.47,5,0,5,0
1998,3,523.54,426.34,2,3,2,3
2002,8,3713.36,323.91,5,0,5,0
2013,3,1430.81,1275.24,0,6,0,6
2000,3,184.1,500.31,2,3,2,3
2018,6,3454.93,201.68,7,0,7,0
2006,6,4890.55,1773.45,5,1,5,1
2015,7,1059.31,100.69,1,3,1,3
2015,10,4010.22,432.1,4,0,4,0
2001,4,4722.85,460.13,4,1,4,1
2007,5,1358.17,1457.34,0,6,0,6
1998,10,3669.22,789.69,7,6,7,6
1992,3,24.93,993.37,0,5,0,5
1999,2,115.39,1605.21,5,1,5,1
1991,3,1485.23,617.57,6,1,6,1
1997,12,850.14,959.78,4,0,4,0
2007,3,3749.84,1134.85,3,3,3,3
2020,2,1724.77,422.01,0,2,0,2
2003,1,1019.35,319.65,1,2,1,2
2022,11,647.58,1746.18,3,3,3,3
2018,3,1931.09,1308.71,7,1,7,1
2022,1,2921.45,1420.21,4,0,4,0
2024,8,2339.16,310.67,2,4,2,4
1991,5,3361.72,928.26,2,4,2,4
2024,12,3237.53,299.25,0,1,0,1
2021,6,549.34,730.39,6,3,6,3
2012,12,886.38,1846.51,5,0,5,0
1994,10,1407.98,219.38,6,3,6,3
2005,7,1450.55,1820.48,4,1,4,1
2013,7,1639.85,292.56,4,6,4,6
2017,4,4811.57,1157.35,2,0,2,0
2014,6,3195.29,1214.57,6,5,6,5
1996,8,4216.85,762.77,2,2,2,2
1996,6,2665.94,1383.44,1,3,1,3
2011,7,4576.13,701.84,7,3,7,3
2011,3,953.28,143.57,1,1,1,1
2016,9,1855.42,1254.87,2,3,2,3
2022,10,854.57,1257.81,6,1,6,1
2021,2,2992.04,1566.36,2,5,2,5
2021,11,284.58,1141.1,7,5,7,5
1990,8,2236.26,490.78,2,5,2,5
1999,8,1527.65,367.68,7,6,7,6
1993,12,4309.64,1583.92,6,2,6,2
2018,2,1379.63,640.33,6,1,6,1
1996,9,4024.16,933.23,4,1,4,1
1995,3,499.75,1138.76,4,0,4,0
2000,10,3355.3,1737.88,4,6,4,6
1998,6,1011.9,1657.01,6,5,6,5
2019,11,4591.44,667.66,2,5,2,5
2011,4,2378.45,141.22,1,3,1,3
1998,5,1092.68,225.53,7,1,7,1
2022,3,739.76,1823.36,5,1,5,1
2015,12,1921.7,1827.97,1,0,1,0
2005,10,2222.58,600.34,3,0,3,0
1998,8,4638.42,929.95,1,5,1,5
2012,10,3195.39,1706.2,3,3,3,3
2004,12,4917.35,11.46,3,0,3,0
2008,10,833.14,635.95,7,3,7,3
2005,8,3057.52,344.06,7,5,7,5
2014,7,2530.08,1760.34,2,3,2,3
2024,7,4173.5,1215.06,5,4,5,4
2002,2,549.64,742.64,3,4,3,4
1996,10,2659.35,79.61,6,1,6,1
2023,12,728.9,1646.41,2,3,2,3
2003,6,688.13,1496.96,3,6,3,6
2012,4,4784.86,18.45,2,3,2,3
2012,11,948.16,651.9,4,4,4,4
2006,9,1193.71,525.47,0,5,0,5
2002,5,3624.89,1015.31,7,0,7,0
2016,6,790.72,1098.05,1,0,1,0
1991,7,4476.52,930.25,7,0,7,0
2019,2,644.21,1852.49,6,3,6,3
1993,1,1508.13,1350.4,0,4,0,4
2019,6,1342.98,1279.61,4,5,4,5
1992,9,225.0,988.62,5,6,5,6
2003,7,2082.33,115.55,6,6,6,6
2000,12,2612.33,1489.26,1,6,1,6
2012,12,4424.69,844.33,7,2,7,2
2021,9,1878.7,1711.73,1,4,1,4
1992,12,1002.4,106.03,4,1,4,1
1990,11,2950.86,150.86,2,0,2,0
1998,3,4350.87,1711.38,1,0,1,0
1998,5,4843.6,1479.4,3,5,3,5
2001,6,2557.59,1716.74,4,3,4,3
1990,6,4770.71,1300.22,6,1,6,1
2005,5,2132.08,1561.59,6,5,6,5
2019,2,210.78,518.1,5,4,5,4
1997,11,2806.26,526.8,1,5,1,5
1999,10,4341.46,772.96,4,3,4,3
2022,3,61.53,1854.43,1,2,1,2
2011,6,4803.1,820.07,3,0,3,0
2005,9,4952.35,1813.54,4,2,4,2
2008,10,1669.96,109.86,0,5,0,5
2000,8,865.48,1100.74,0,0,0,0
2000,8,4594.89,1456.52,7,0,7,0
2003,8,3453.01,1043.57,6,1,6,1
2015,11,4638.73,604.01,1,1,1,1
2009,6,2416.21,1614.8,0,3,0,3
2009,12,3842.99,1523.27,3,1,3,1
1994,11,1057.55,1413.7,6,0,6,0
1990,3,1950.16,966.78,4,6,4,6
2000,5,3751.44,484.47,5,4,5,4
1999,8,454.78,1748.92,6,0,6,0
2017,3,421.32,1976.1,0,4,0,4
2023,1,4540.48,1792.33,6,5,6,5
2002,12,1208.52,930.85,7,5,7,5
2014,1,530.61,640.02,7,5,7,5
2012,7,4198.82,526.77,3,1,3,1
2001,6,3928.05,1140.31,3,2,3,2
1991,5,4845.56,1675.62,5,2,5,2
2009,8,3297.52,1497.21,2,1,2,1
2005,8,638.99,378.98,1,5,1,5
2003,11,1350.05,1073.26,5,2,5,2
1991,1,2520.19,573.24,7,5,7,5
2005,7,2633.98,1323.77,5,4,5,4
1993,11,390.22,1685.86,4,2,4,2
2002,2,38.48,32.5,5,4,5,4
1990,4,3794.15,596.18,1,1,1,1
1998,1,2224.12,1444.95,2,1,2,1
2010,2,2026.34,267.33,4,2,4,2
2007,10,3760.01,932.0,7,6,7,6
2021,9,2231.45,665.51,4,6,4,6
2023,12,369.82,283.63,4,0,4,0
2009,1,3146.28,317.37,7,3,7,3
1991,7,3819.03,1402.79,7,2,7,2
1993,4,624.72,1449.16,6,1,6,1
1996,7,4148.92,1244.37,0,1,0,1
2011,7,2953.74,1300.62,4,1,4,1
2009,11,201.24,980.86,1,3,1,3
2024,10,1383.9,374.68,5,3,5,3
1993,3,397.05,454.35,3,0,3,0
2009,2,3101.62,696.19,5,3,5,3
2024,3,2410.85,1559.82,2,1,2,1
2022,5,2952.48,1957.1,0,2,0,2
2010,8,3581.0,1221.63,6,3,6,3
2003,11,3791.39,989.12,0,1,0,1
2020,9,4161.23,220.51,5,2,5,2
2011,4,2119.02,650.55,3,6,3,6
2019,6,4607.74,375.26,1,3,1,3
2018,4,3216.52,635.2,1,3,1,3
2018,9,499.13,43.22,7,4,7,4
1996,5,3110.18,128.07,4,5,4,5
2021,2,4407.27,89.57,7,3,7,3
2002,1,1428.43,777.7,4,3,4,3
2002,5,2295.38,1435.16,6,0,6,0
2003,8,1341.22,1886.93,7,5,7,5
1995,11,3876.74,1093.49,7,1,7,1
2005,11,4928.39,318.99,1,4,1,4
2010,6,3161.69,1228.32,4,3,4,3
2005,11,3305.1,652.79,2,1,2,1
1994,12,791.95,1943.77,1,6,1,6
2013,7,1676.29,54.57,7,3,7,3
1990,9,1998.53,992.62,4,0,4,0
1999,4,2207.86,1109.68,4,0,4,0
2024,5,3881.01,1965.25,5,1,5,1
2020,9,4057.55,1563.26,0,6,0,6
2004,3,3394.16,1842.24,6,2,6,2
2000,1,2955.8,21.91,1,6,1,6
1998,8,4142.87,666.91,5,6,5,6
1991,9,2122.67,85.53,6,3,6,3
2019,11,2920.18,27.34,0,2,0,2
2005,10,2507.8,315.78,5,6,5,6
1990,11,3336.04,213.53,1,1,1,1
1995,12,3265.23,402.49,1,4,1,4
2000,10,1182.99,341.4,2,4,2,4
2022,4,167.38,962.72,4,3,4,3
2006,12,2827.0,1893.27,0,3,0,3
2023,6,4900.58,870.16,4,4,4,4
2014,7,515.55,705.72,3,0,3,0
2011,7,2018.96,622.54,7,5,7,5
2015,8,1804.67,1052.22,6,3,6,3
2016,6,1559.68,1001.36,3,1,3,1
1998,7,3700.22,746.99,6,3,6,3
1994,9,4850.55,1733.11,6,6,6,6
2007,6,3663.54,1380.76,0,1,0,1
2011,2,1512.66,1595.63,7,4,7,4
2001,4,243.32,620.42,6,6,6,6
2011,5,2997.87,1242.32,6,3,6,3
1995,8,778.23,1889.0,5,0,5,0
2016,4,3363.85,993.63,4,1,4,1
2004,1,4825.99,1880.67,4,6,4,6
2006,1,3927.1,494.52,4,6,4,6
1992,2,3124.49,102.33,7,0,7,0
1999,8,4960.33,1703.07,4,6,4,6
2014,3,1360.06,1051.62,3,1,3,1
2010,6,3234.41,452.38,2,6,2,6
1998,7,1621.43,829.29,3,6,3,6
2013,11,126.45,1.09,3,2,3,2
2021,1,2451.63,738.0,7,5,7,5
1992,5,4196.03,1777.72,2,0,2,0
2022,2,1918.43,1144.48,1,5,1,5
2001,7,1605.88,291.02,1,0,1,0
2018,12,3714.49,665.84,0,5,0,5
2010,12,1446.84,927.08,3,0,3,0
2023,3,3534.31,615.25,1,6,1,6
2022,9,4949.91,495.04,6,0,6,0
2021,1,1142.32,123.94,7,0,7,0
2009,2,4758.75,1476.75,0,4,0,4
1992,9,4617.97,794.06,3,6,3,6
1993,7,1351.28,1424.13,5,3,5,3
2006,3,2455.94,1839.34,3,6,3,6
2006,11,837.41,1580.15,2,6,2,6
