year,month,country,energy_source,consumption_TWh,co2_emission_mt
1991,7,China,wind,3366.53,112.68
1992,7,Japan,solar,4442.94,198.19
2018,4,India,hydro,1051.78,728.74
1997,4,Japan,gas,4263.71,1764.49
2000,3,Brazil,coal,1101.58,1026.21
2001,10,Japan,gas,4058.07,1435.43
2021,4,UK,solar,1475.02,1098.02
1993,12,Japan,nuclear,4410.08,1765.84
1998,10,Japan,gas,2494.08,566.27
2013,6,Brazil,coal,4799.91,1863.1
2005,11,India,oil,400.33,205.42
2006,3,Brazil,coal,99.46,1711.68
2011,10,Germany,wind,4875.36,638.52
1996,8,China,gas,481.44,1863.0
1999,1,Germany,hydro,3561.93,716.31
2018,6,China,nuclear,2373.64,1073.71
2013,2,China,wind,3880.6,1263.22
2003,11,USA,hydro,767.57,1500.36
2003,1,Brazil,gas,3464.66,414.67
2014,12,Japan,coal,295.55,1385.55
2011,4,France,hydro,4435.19,910.44
2012,12,India,oil,3553.66,416.83
2021,6,USA,gas,1841.51,1883.14
2015,7,Japan,nuclear,610.16,1597.72
2016,11,Brazil,solar,2147.52,788.94
2001,1,Germany,wind,3172.42,1047.18
2008,3,Germany,gas,3469.84,1299.68
2008,6,UK,gas,2622.65,504.91
2023,6,Japan,wind,1692.45,538.27
2021,10,France,solar,945.69,664.31
2018,6,China,oil,1187.51,60.63
2010,7,USA,coal,4113.55,1790.64
2024,11,Brazil,gas,3982.85,1857.52
1994,7,UK,hydro,2538.47,95.3
2001,12,France,hydro,4084.78,1501.24
1996,10,USA,solar,4938.9,1774.76
1991,8,France,hydro,737.43,893.27
2014,11,France,hydro,1472.83,37.9
1999,2,Brazil,coal,3761.46,1795.92
1995,10,Germany,coal,3771.48,881.34
2016,1,UK,hydro,1809.46,116.96
2024,10,India,nuclear,1360.16,1531.49
1999,7,UK,coal,478.17,1379.8
1998,12,China,wind,888.57,1312.67
2009,1,Germany,wind,4394.65,619.42
2024,2,India,gas,3219.88,1067.44
1997,1,Brazil,coal,3588.86,126.27
2020,12,Germany,solar,529.97,1705.61
2005,12,China,nuclear,3057.41,1160.85
2017,1,Germany,coal,4262.71,612.46
1995,3,Japan,coal,122.28,673.62
2021,4,India,gas,741.24,825.74
2017,5,Brazil,oil,70.34,368.81
2000,5,Brazil,solar,4020.96,1228.68
2012,2,UK,oil,752.58,1880.85
2019,11,UK,nuclear,577.67,1899.35
1998,3,Japan,oil,687.62,260.33
2017,8,UK,nuclear,2129.54,601.45
2013,2,India,coal,4495.59,1661.25
2017,4,Japan,coal,1157.36,1560.29
2013,7,UK,gas,1793.21,859.41
2004,9,Brazil,nuclear,1174.16,891.77
2022,3,USA,coal,2446.34,1189.87
2023,3,Japan,solar,2606.47,398.02
2011,7,USA,oil,572.97,1447.39
2018,8,UK,nuclear,4969.53,1086.68
2023,4,Japan,coal,4779.02,346.44
1999,1,China,hydro,1908.86,1472.77
2019,5,India,oil,3633.88,1717.02
2000,11,Japan,nuclear,3912.52,130.5
2023,4,China,coal,4364.37,1218.42
2010,11,Japan,wind,1761.51,700.53
2002,8,France,oil,4671.2,1402.78
2014,7,Germany,oil,1065.75,10.16
2010,2,Japan,solar,4869.35,1706.47
1990,6,China,oil,1722.62,870.26
1994,4,China,hydro,504.38,1974.67
2011,7,Brazil,oil,516.17,1204.13
1996,9,China,coal,3666.3,315.99
2002,7,France,coal,1437.71,1135.72
2012,2,UK,oil,455.23,1004.58
2010,8,France,wind,578.43,1441.89
1995,6,Germany,hydro,4581.53,817.98
2009,9,Brazil,coal,885.13,204.07
2001,7,Germany,coal,2554.8,1379.2
1998,5,UK,oil,4760.2,1979.76
2017,8,USA,nuclear,3112.5,745.2
2000,7,France,nuclear,4944.76,31.06
2021,1,USA,gas,1750.25,374.31
2000,11,Brazil,nuclear,4176.63,1658.94
2013,5,Germany,hydro,1341.61,1771.85
2004,7,Japan,coal,2037.27,1117.55
2024,10,Brazil,hydro,1416.85,1718.67
2006,7,Japan,gas,1081.26,1164.66
2014,11,India,hydro,1899.25,918.75
2024,3,UK,gas,1054.76,1575.13
2008,5,China,hydro,4504.67,874.01
2020,8,India,gas,2060.26,85.52
2006,9,France,wind,2463.82,347.54
2012,9,Brazil,coal,3655.98,240.95
1990,10,USA,gas,4232.82,45.5
1999,5,Germany,nuclear,3875.43,440.37
1997,2,USA,oil,3092.67,622.25
2015,8,Brazil,gas,113.01,1582.87
2023,7,France,gas,167.47,802.48
2008,4,Germany,wind,976.02,1978.33
2003,5,UK,wind,4717.38,479.5
1997,12,Brazil,wind,2062.9,470.05
1990,10,Japan,wind,2031.97,1282.7
2014,12,Germany,gas,2738.54,1754.28
2013,12,India,oil,2559.35,1513.1
2009,11,Brazil,nuclear,2916.02,1754.56
2019,11,India,nuclear,2493.96,1456.58
1994,10,India,oil,1479.41,172.36
1992,2,India,nuclear,374.12,886.61
2021,9,China,wind,3147.89,274.15
2006,12,USA,oil,1015.29,1867.17
1994,6,UK,solar,3013.19,510.39
2000,9,UK,wind,3397.17,975.98
1993,8,UK,wind,1838.45,197.69
2008,1,USA,wind,2950.36,1387.48
2012,9,France,gas,916.88,738.99
2006,9,Brazil,coal,773.28,1095.09
2002,4,Germany,hydro,663.61,57.63
2016,1,UK,solar,207.29,110.18
1990,4,France,hydro,2991.42,1469.36
1991,6,UK,solar,1099.5,1373.6
2007,4,Brazil,wind,347.79,22.48
2022,9,Japan,gas,3498.85,1966.69
1991,4,China,oil,730.68,1806.8
1993,10,Brazil,coal,3018.04,9.71
2005,8,Brazil,gas,2775.68,819.13
1993,2,Japan,wind,3758.85,336.94
1998,12,UK,gas,3927.07,294.74
2010,7,Brazil,gas,2159.01,746.91
2012,8,UK,hydro,2666.26,540.62
1991,6,Germany,gas,1613.47,271.11
1992,10,UK,solar,193.12,1842.72
2012,6,UK,wind,61.06,367.85
2015,8,USA,wind,3993.1,1296.07
1996,3,China,wind,671.7,195.6
2022,2,USA,hydro,3136.9,985.23
1993,9,France,wind,1587.68,74.52
2012,8,UK,nuclear,2894.16,333.68
2014,10,China,gas,641.16,744.19
2015,5,Japan,wind,2774.27,981.66
2017,5,Germany,solar,149.78,1303.94
2017,6,USA,wind,2891.02,348.6
2010,6,Germany,wind,1673.46,371.78
1999,2,UK,coal,1296.96,127.7
2016,7,UK,wind,3098.37,300.37
2004,3,Brazil,hydro,3762.82,1153.15
2006,8,China,oil,3427.14,139.18
2024,9,Japan,nuclear,4507.64,229.88
1994,3,Germany,gas,301.36,259.63
2005,6,UK,hydro,1776.6,1240.52
2012,8,Germany,oil,4724.39,1052.24
1998,6,Germany,solar,2687.57,608.97
2022,10,China,wind,4981.76,1844.44
2024,3,China,gas,4059.8,1482.78
2013,4,UK,solar,1603.2,70.67
2013,9,UK,wind,3097.74,1975.49
2013,12,Germany,hydro,344.9,1098.75
2008,12,Japan,gas,1535.99,918.03
2014,11,USA,hydro,4457.16,500.96
2020,12,UK,coal,4101.9,913.63
2014,1,Germany,coal,4763.68,1411.46
2016,4,Japan,solar,3551.69,1597.06
2021,10,France,nuclear,4471.87,1483.42
2000,1,France,coal,1744.02,1771.66
1994,8,Germany,wind,705.52,892.28
2022,7,India,coal,3438.32,1472.9
2008,7,Japan,gas,2539.47,1346.1
2005,2,France,oil,4177.43,731.26
2024,10,India,solar,1957.71,422.32
2000,6,Japan,hydro,3657.85,1894.55
2000,8,USA,wind,4947.47,741.01
1999,8,China,hydro,186.67,18.41
2023,5,USA,nuclear,4160.74,281.1
1994,8,USA,coal,3934.1,508.39
2012,2,Brazil,nuclear,947.47,1242.69
2014,4,UK,gas,1234.7,189.13
2018,10,Germany,nuclear,4992.54,874.73
2002,2,France,oil,3044.77,1467.23
2021,5,Japan,coal,319.45,1010.39
2023,11,USA,hydro,32.04,1266.6
2001,3,Brazil,hydro,4504.59,254.08
2013,6,Japan,hydro,1465.05,109.13
2010,7,China,nuclear,2450.48,1763.87
2018,6,Germany,hydro,1522.84,959.3
2012,11,Japan,solar,2331.1,819.74
2022,2,UK,coal,2743.3,1012.88
1997,2,India,gas,3815.21,1108.18
2002,4,USA,wind,1875.41,475.46
1994,7,Japan,nuclear,3337.82,319.06
1999,8,Germany,wind,986.76,849.86
2003,5,France,nuclear,1130.15,475.8
2013,10,India,coal,3748.5,720.34
2000,1,France,oil,4987.21,1239.46
1992,9,Japan,solar,1539.37,1270.93
2018,8,UK,oil,1243.68,1504.54
2019,1,Brazil,gas,3120.07,723.43
1996,9,Brazil,wind,3136.48,845.23
2006,5,Brazil,coal,4422.3,791.71
2009,8,China,gas,1206.58,25.34
2000,10,Japan,wind,3633.28,1714.49
2014,10,UK,wind,1794.33,372.3
2013,12,China,oil,2714.29,488.88
1991,2,China,hydro,1799.58,752.02
2016,7,China,nuclear,3576.35,1556.66
2008,9,UK,hydro,3469.5,1856.51
2018,7,USA,oil,3555.56,1003.53
2000,9,Brazil,gas,1000.82,1762.11
2008,4,India,oil,1660.76,993.86
2017,5,Germany,hydro,4272.45,1283.44
2010,7,USA,wind,1365.06,422.04
2015,1,USA,solar,3340.84,619.18
2011,2,Germany,coal,3008.13,904.28
1995,2,Brazil,coal,3216.92,66.73
2000,10,Germany,solar,4925.74,1766.62
2003,9,France,gas,2967.29,1554.2
1991,3,India,gas,4200.4,463.1
2009,9,Japan,solar,3343.28,1839.52
2011,1,France,wind,1451.69,1981.37
1993,11,USA,nuclear,597.07,1166.92
2018,3,India,hydro,1738.47,721.64
2013,10,USA,wind,33.87,647.31
1990,2,Japan,gas,3632.14,1057.57
2013,2,Japan,gas,431.62,1986.6
2019,1,Germany,hydro,3716.16,924.75
2001,6,France,nuclear,3527.81,18.86
2008,5,China,nuclear,2094.88,436.83
1993,12,India,oil,4990.03,240.81
2004,5,India,wind,1328.29,1348.11
2009,11,China,hydro,4735.12,21.22
2009,9,Japan,coal,2548.62,1912.19
2010,6,USA,coal,3953.91,236.41
1999,9,France,coal,1967.83,92.04
2019,4,China,hydro,155.27,72.58
2013,7,Japan,hydro,4859.24,1637.42
1992,11,China,nuclear,1065.41,662.9
2018,4,Brazil,oil,2253.92,174.4
1997,1,UK,oil,4746.35,1527.94
2018,4,USA,nuclear,2537.59,1905.96
1999,2,China,hydro,4343.5,740.67
1994,5,Japan,wind,1655.17,1898.9
2000,11,Japan,hydro,4160.08,107.37
1993,2,China,hydro,4742.89,738.97
2024,2,France,coal,2671.55,1631.75
2001,12,UK,nuclear,4454.54,1395.48
2010,11,UK,hydro,1792.49,489.3
2005,12,Brazil,wind,4324.46,730.01
2003,4,Brazil,nuclear,1354.52,1568.16
2010,7,UK,oil,1644.37,1232.61
2016,3,Brazil,coal,1204.17,340.06
1990,11,Brazil,solar,3085.93,1832.0
1990,12,Brazil,solar,3592.05,1589.79
2011,7,Germany,oil,2819.35,1365.21
2004,11,India,nuclear,178.86,769.49
2009,9,Brazil,oil,4567.58,459.14
1992,3,UK,gas,4460.44,1668.35
2003,4,USA,solar,2090.6,807.75
1998,1,Germany,nuclear,2616.4,120.63
2008,7,India,nuclear,1214.78,480.97
2023,1,Germany,nuclear,2337.32,1393.13
1993,12,UK,hydro,3446.52,1995.31
2022,3,Brazil,coal,2958.2,1144.61
1991,9,China,solar,4544.5,1694.69
2016,12,China,coal,45.07,874.65
2006,5,Japan,hydro,4889.59,1304.59
2020,10,Brazil,oil,2917.36,725.4
1995,10,Germany,solar,1782.23,9.45
2020,11,India,wind,362.8,627.16
1992,2,India,hydro,4838.54,1873.66
1992,9,USA,solar,4251.12,1315.84
2022,6,UK,wind,2584.04,724.42
2002,9,China,gas,3755.69,835.04
2010,12,India,nuclear,4545.87,914.48
2005,11,USA,wind,2748.23,914.66
2010,4,Brazil,hydro,2206.54,237.08
2002,6,Germany,coal,344.04,435.22
1993,12,Japan,oil,3724.06,1142.97
2020,7,Brazil,solar,3277.89,396.28
1998,11,USA,solar,3461.35,363.36
2022,6,China,coal,2984.25,570.24
2013,4,Japan,solar,1902.18,1505.5
2014,8,UK,hydro,4256.29,1544.8
2018,6,Japan,hydro,3491.95,1721.45
2004,2,USA,hydro,1944.09,1058.97
2007,12,Germany,hydro,3967.36,523.85
2009,6,Brazil,gas,4911.76,1160.06
1994,1,USA,hydro,2048.16,1502.58
2007,9,Germany,solar,4975.79,1877.47
1990,10,USA,gas,3432.85,1229.81
2008,12,China,wind,1919.23,1402.7
2012,7,India,solar,3427.2,1858.51
2015,8,France,solar,1725.82,174.42
2018,12,UK,coal,2486.65,21.78
2023,11,Germany,nuclear,4688.24,1540.05
2008,4,China,coal,1932.0,273.8
2007,8,Germany,solar,4277.33,1104.03
1991,12,India,nuclear,281.72,1703.73
2016,1,Brazil,solar,1335.71,366.04
1995,11,Germany,hydro,1938.77,1433.8
1995,4,India,hydro,3656.99,751.27
1995,6,India,solar,4512.04,454.23
2020,10,Germany,solar,2514.31,894.43
2019,7,Brazil,nuclear,4248.65,641.45
2010,12,China,hydro,2952.4,1569.67
2007,3,USA,solar,2958.73,1991.58
2012,10,Japan,oil,4700.46,1116.05
2012,10,Japan,coal,1347.27,1600.6
2017,2,Brazil,gas,3875.29,790.57
2014,9,China,solar,790.32,313.35
1996,1,Japan,coal,4526.07,912.75
2007,10,China,hydro,2798.28,1094.38
2009,1,China,hydro,1712.14,810.06
1994,10,Brazil,oil,187.74,896.72
2007,2,France,hydro,2494.18,1029.06
2022,5,Germany,nuclear,4975.83,671.72
2004,1,Japan,oil,16.34,40.42
2024,6,USA,hydro,3008.55,1671.35
1990,8,USA,gas,135.74,397.02
2010,10,India,gas,3767.37,643.38
1997,2,USA,solar,1153.92,1690.2
1996,5,China,nuclear,638.56,1110.16
2019,3,Germany,oil,531.83,277.43
2024,2,Brazil,nuclear,3784.18,1129.24
1991,6,USA,hydro,83.88,592.6
1997,1,France,solar,2100.13,1899.76
1993,12,Brazil,coal,1924.48,1859.98
2010,8,India,hydro,2804.44,1424.39
2002,6,Brazil,wind,4912.09,116.34
1998,4,USA,wind,1463.56,1152.42
2018,12,Germany,coal,4180.73,626.82
2013,5,China,solar,4762.82,884.66
2005,2,USA,nuclear,748.77,1804.43
2001,8,Germany,hydro,2802.57,799.52
1991,6,India,oil,1196.61,1404.82
2008,6,Brazil,nuclear,4243.51,1637.13
2019,3,China,coal,3550.66,70.6
2005,1,France,coal,3739.01,1616.27
2013,8,Japan,coal,3562.26,1517.75
2002,12,India,gas,4625.59,308.6
1994,7,UK,gas,3268.61,1681.4
2012,12,Japan,wind,4414.39,737.79
2020,1,Brazil,nuclear,3062.25,258.83
2006,12,India,coal,1470.45,241.21
1992,8,India,coal,999.71,1542.23
2015,10,France,gas,1637.73,1698.0
2002,2,USA,hydro,3224.9,911.58
2011,11,USA,solar,942.74,54.59
2010,8,India,coal,4802.81,1569.36
2018,5,Germany,wind,4447.95,1143.83
1994,8,France,hydro,3476.5,1242.73
2003,11,UK,coal,4893.0,1873.43
2007,12,USA,oil,786.49,1239.02
1993,6,China,hydro,2980.85,176.7
2022,2,Germany,solar,2041.01,1984.27
2009,7,Brazil,gas,3299.93,1561.99
2002,11,France,oil,4453.94,152.01
1993,11,Brazil,hydro,2435.71,1523.71
2024,6,USA,oil,652.86,1089.56
1997,4,Brazil,wind,825.34,491.15
1995,9,France,gas,3051.88,245.48
2011,4,China,solar,877.15,1064.49
1995,1,China,gas,1244.15,547.77
1998,3,India,oil,3129.7,775.19
2005,11,UK,oil,167.08,1610.71
2022,8,Japan,gas,4197.32,336.08
2007,3,France,oil,4650.41,804.13
2001,7,USA,coal,3024.23,61.5
2016,11,Brazil,solar,3675.6,381.54
1990,1,India,wind,1685.69,1897.96
2004,4,India,solar,3488.36,671.21
2016,4,UK,nuclear,1415.88,513.16
2005,9,France,hydro,1007.67,535.23
2010,12,Germany,gas,4724.08,770.56
1990,11,India,solar,4332.77,1236.73
2018,1,Germany,nuclear,3239.43,315.56
1992,11,UK,solar,1233.13,1340.52
2001,12,India,coal,3771.41,240.82
2017,9,USA,wind,4617.58,1171.29
2020,10,Germany,gas,2798.67,446.67
2020,8,UK,nuclear,4643.05,34.31
2022,10,Japan,nuclear,3149.7,829.36
2022,6,China,coal,4621.83,506.81
2000,11,India,solar,2248.91,1178.26
2018,4,India,solar,2724.13,1893.63
2014,11,India,hydro,4932.51,264.27
2002,6,USA,solar,3113.18,522.24
2008,6,Brazil,oil,2497.12,1529.33
2017,2,USA,oil,162.76,1333.62
1993,7,China,solar,2134.12,1596.53
1992,9,Japan,gas,140.54,567.2
2014,8,India,gas,552.89,1105.48
2024,3,UK,hydro,1497.73,959.79
2018,8,Brazil,coal,885.67,823.02
2018,4,USA,oil,2050.63,532.8
2001,10,USA,wind,3248.12,1525.79
2024,1,Japan,wind,1502.1,873.81
2009,3,Brazil,wind,2459.55,243.8
2006,1,China,wind,4298.42,336.59
2001,5,UK,wind,4393.36,596.44
1999,10,Germany,oil,3408.81,1000.75
2007,11,USA,solar,3384.64,1443.75
2019,9,UK,oil,2625.65,487.49
1997,7,France,coal,3960.77,1412.36
2002,3,Germany,nuclear,1402.18,1713.17
2020,7,USA,solar,4831.44,478.45
1995,12,USA,wind,1222.1,1987.49
1996,8,Japan,wind,3931.42,1712.34
2010,4,UK,coal,3961.47,380.6
2017,3,Japan,wind,4032.64,30.39
2010,2,Brazil,gas,2963.27,1848.56
2010,8,Japan,coal,163.25,252.45
2013,3,Japan,oil,3380.13,1236.31
2016,7,USA,solar,1537.89,1020.37
2016,11,Germany,wind,4970.48,664.96
2002,11,France,coal,1421.05,1837.9
2018,11,France,oil,1612.26,1485.38
2017,2,Brazil,oil,1373.2,238.68
2018,5,USA,nuclear,3282.69,1270.68
2011,5,Brazil,oil,1690.99,1775.06
2019,9,Japan,hydro,3601.13,1493.05
2017,8,Japan,solar,1725.97,553.39
2012,8,India,hydro,4667.77,1693.6
2022,10,Germany,wind,1301.4,1754.57
1993,2,UK,coal,1461.82,1425.16
1992,2,Japan,oil,2148.3,1842.86
2021,12,UK,wind,4788.85,335.54
1993,10,USA,gas,627.09,407.0
1990,7,Germany,hydro,2466.16,1505.5
2001,12,France,hydro,2396.6,1349.21
2002,4,Japan,oil,3693.3,1982.95
2023,3,UK,hydro,1667.7,1016.01
2018,3,India,nuclear,1646.98,438.45
1998,7,Japan,gas,2354.42,1876.51
2020,1,China,gas,2531.19,1264.18
1996,4,India,oil,1102.45,957.79
2002,6,France,solar,2982.55,1495.59
1991,9,Japan,wind,433.85,820.85
2022,12,India,solar,2406.3,1253.81
1996,1,Germany,wind,1791.18,1946.21
2007,1,USA,nuclear,4150.78,1649.13
1997,2,France,oil,1221.31,1820.22
2001,7,UK,hydro,3817.44,693.26
2019,7,Brazil,wind,2382.72,485.64
1998,5,USA,oil,4498.93,1340.74
2017,4,Germany,nuclear,2260.5,457.32
1993,10,France,hydro,3707.84,1527.5
2006,6,Germany,hydro,242.22,1346.53
2000,8,UK,gas,3640.48,1597.14
1991,12,India,nuclear,3705.2,1780.86
2012,7,Germany,hydro,916.79,74.26
2011,2,UK,hydro,1645.32,1123.04
2015,11,Japan,hydro,2482.7,608.81
2001,2,France,nuclear,4358.74,960.22
2021,6,India,nuclear,1385.89,989.19
1998,12,Brazil,wind,2817.24,1322.55
1994,1,Japan,wind,1607.73,860.14
2015,5,China,oil,1380.22,1886.19
1996,1,China,hydro,3609.59,1676.13
2018,7,Japan,gas,2313.57,1572.66
2022,3,Germany,coal,2349.15,1691.86
2013,9,France,nuclear,2712.41,358.74
2014,5,UK,gas,3751.94,1946.19
2020,1,Japan,gas,2583.78,1108.3
2018,10,China,solar,1037.15,495.65
1994,4,France,solar,3641.66,1082.73
2000,8,USA,coal,4745.97,313.6
2021,7,USA,nuclear,3098.4,1640.67
1997,6,France,nuclear,4745.62,796.99
2009,9,France,solar,2493.43,1766.36
2023,12,Brazil,oil,1624.81,164.92
1997,12,UK,wind,241.26,752.73
1991,4,USA,nuclear,4249.52,498.91
2010,10,Brazil,wind,963.71,1372.89
2004,12,France,solar,1846.15,1628.63
1995,1,Germany,gas,3710.43,100.26
1994,12,China,oil,2839.02,517.26
1992,10,China,hydro,2815.64,1219.19
2005,6,UK,solar,952.82,238.18
2024,4,India,nuclear,4538.66,364.42
1998,1,China,oil,362.99,1805.53
2024,10,India,coal,1289.09,774.03
2008,3,India,hydro,643.07,1413.98
2023,11,UK,coal,22.09,1454.95
1999,1,India,coal,864.79,1616.48
1999,5,France,wind,1731.61,929.37
2009,8,India,wind,656.25,526.74
1990,12,UK,wind,1658.45,756.42
1995,2,Brazil,gas,3946.23,1531.12
1991,12,UK,solar,988.94,328.53
2022,6,UK,nuclear,161.13,1346.81
1992,6,UK,gas,4338.9,854.08
2002,5,UK,gas,1403.92,464.97
2024,7,France,oil,542.48,1517.37
2004,1,Brazil,oil,2137.92,749.22
2011,10,USA,solar,1403.55,1847.33
1993,4,Germany,hydro,2778.07,1063.81
2006,11,Brazil,gas,4674.12,137.96
1994,6,China,solar,874.48,1490.5
2010,4,Japan,nuclear,4663.77,1915.82
2013,6,Brazil,coal,4001.36,1446.24
2020,2,UK,gas,3192.93,39.81
2019,11,India,oil,2586.6,1395.75
1996,9,China,hydro,2764.15,1975.96
1996,4,UK,coal,1507.78,1930.53
2016,5,Brazil,wind,2845.96,1329.34
2013,7,USA,wind,2450.86,836.26
2008,8,India,wind,2258.63,615.59
2023,1,Brazil,coal,321.48,1692.87
2011,7,France,oil,3087.61,1497.61
2016,10,USA,solar,788.74,892.65
1995,9,Japan,hydro,2327.17,794.09
1999,2,Germany,gas,1451.65,339.59
2020,11,Germany,gas,4497.12,328.51
2014,2,France,gas,3346.39,926.54
1991,11,UK,coal,1379.36,1660.83
1999,4,Germany,nuclear,4621.51,383.89
1999,12,UK,solar,2810.91,726.78
2015,1,UK,coal,2121.68,1464.72
1994,9,Germany,hydro,914.63,1009.8
2011,12,Germany,wind,1635.25,92.79
1993,5,USA,oil,212.43,258.88
2023,3,USA,nuclear,2192.43,982.0
1996,6,France,coal,1015.6,1692.56
2006,7,Japan,oil,1535.91,603.49
2000,4,France,wind,4324.2,852.11
1997,2,USA,oil,1693.86,1794.64
2017,12,India,wind,4052.05,311.23
2022,5,Brazil,nuclear,4349.19,1132.05
2014,12,Brazil,coal,2118.93,560.3
2010,7,India,coal,4853.54,1611.32
2001,10,France,wind,2049.02,1712.86
2015,10,Brazil,solar,4072.38,1872.23
2018,3,China,solar,4763.38,258.83
2024,2,UK,oil,49.41,1778.36
2018,2,UK,solar,1780.77,69.05
2013,11,France,nuclear,3848.71,791.09
2004,12,India,gas,4149.94,142.22
1995,12,Brazil,solar,4263.88,101.01
2021,11,Brazil,coal,3805.73,708.3
2023,4,India,coal,1641.5,771.29
2009,4,France,hydro,4016.72,445.24
2001,5,France,oil,2830.34,885.18
2024,3,UK,solar,985.67,908.25
2006,11,China,hydro,1004.91,1238.45
2016,1,France,nuclear,1112.76,25.44
2006,4,Germany,oil,838.05,1486.73
2000,1,China,gas,1507.52,197.23
1991,12,India,nuclear,3683.91,626.41
1991,8,India,oil,4640.14,1001.51
2018,5,Germany,oil,1224.09,1025.68
2013,2,Germany,solar,2922.78,480.46
2013,12,Japan,hydro,424.66,1013.87
2005,5,France,gas,2765.0,259.89
2020,5,China,gas,4013.14,710.24
1998,1,UK,nuclear,3202.09,468.26
2016,5,UK,coal,2791.33,887.98
2003,8,USA,hydro,3425.68,842.39
2014,10,China,wind,1742.26,1410.21
2011,2,India,solar,3059.8,1415.41
2024,8,France,hydro,303.22,1343.83
2022,8,USA,coal,1415.34,124.46
2016,12,China,wind,817.49,1521.47
2015,1,Brazil,wind,3909.74,623.42
2008,4,UK,hydro,579.36,495.42
2015,5,Germany,coal,3531.95,852.16
1995,10,Japan,nuclear,1882.36,1.69
1992,8,India,wind,2196.71,1067.4
1995,3,France,oil,3404.81,198.45
2017,1,France,wind,4108.67,458.36
1992,7,USA,oil,1881.72,1460.55
2002,4,Germany,gas,730.15,886.63
2002,10,India,hydro,3051.7,1328.1
2002,12,Japan,hydro,4725.39,420.72
1990,5,Brazil,hydro,963.87,156.01
2020,6,Japan,oil,2402.24,720.0
2006,4,UK,oil,271.98,1279.7
1998,1,UK,wind,1150.35,136.79
2002,11,UK,oil,2891.06,596.02
2003,8,China,gas,3276.31,1569.98
2000,11,India,coal,1046.46,1690.0
2014,9,China,coal,4456.18,425.66
2020,3,UK,hydro,3705.69,1313.52
2003,10,Japan,coal,3199.27,1988.05
1996,4,India,coal,788.67,217.04
2013,5,India,oil,2173.62,932.11
1992,10,UK,oil,4094.75,247.62
2015,9,China,coal,3271.89,683.43
2015,5,Brazil,solar,20.14,1073.94
1990,7,USA,coal,1207.73,1190.03
2004,3,UK,hydro,3682.7,351.09
2000,1,UK,gas,1963.94,1798.34
1996,6,Brazil,oil,2234.37,1141.08
2001,10,USA,oil,2153.01,1892.63
1992,1,Japan,solar,3666.86,93.02
2015,6,USA,hydro,1865.11,1933.85
2019,8,India,oil,3646.97,1969.76
2021,9,USA,gas,4553.77,1084.18
2007,8,India,hydro,702.02,1289.75
1990,5,Japan,nuclear,4889.44,1634.25
2010,7,USA,wind,1690.82,1062.37
2017,6,China,oil,4731.63,3.77
2005,9,France,coal,2409.12,226.04
2017,4,India,coal,3146.41,1533.9
2011,8,China,solar,3948.23,1376.33
2008,12,USA,hydro,1028.92,145.02
1990,11,China,coal,1755.72,699.01
2020,9,UK,nuclear,1611.27,1012.82
2023,7,France,nuclear,4168.5,1302.26
1995,12,USA,solar,148.0,724.08
2017,7,Brazil,nuclear,1455.79,1606.83
1992,2,India,nuclear,2115.71,753.34
2020,9,France,hydro,89.83,772.62
2005,12,Japan,gas,1713.54,662.18
2006,5,USA,solar,1910.39,538.46
2016,10,Japan,wind,665.12,613.21
2013,3,Germany,hydro,4550.04,198.55
2009,4,Japan,wind,4268.06,1034.36
2021,10,UK,oil,2712.66,841.63
2024,2,India,coal,4921.78,686.9
2002,3,USA,nuclear,4185.73,53.26
2009,6,UK,oil,276.84,1924.36
1991,12,France,solar,740.87,703.3
1993,1,France,oil,1072.49,1149.7
2016,2,Brazil,gas,770.21,635.41
2014,4,India,hydro,3039.17,1686.96
1993,1,UK,coal,3509.73,100.96
2021,6,India,wind,4507.19,810.43
2006,12,UK,nuclear,4044.99,99.69
1990,4,India,nuclear,794.17,424.74
2022,2,India,gas,172.49,1661.5
2019,10,Germany,gas,2234.97,990.3
1994,4,India,nuclear,4868.74,314.8
2001,12,Germany,wind,2291.28,117.7
2021,8,USA,solar,2418.07,97.8
2006,6,Brazil,nuclear,3369.3,513.15
2021,11,Japan,nuclear,132.82,1537.34
2013,1,USA,gas,3948.7,1066.68
2001,5,UK,oil,4038.76,1191.55
2020,11,China,oil,1751.83,296.84
2008,6,China,hydro,1912.04,1348.25
2018,4,Japan,coal,789.2,104.29
2010,4,USA,oil,267.39,1467.82
2015,3,Germany,wind,4780.5,898.86
2017,10,India,wind,673.69,394.36
2006,10,Japan,nuclear,4700.56,1807.42
1998,6,France,solar,3161.18,1205.47
2010,12,UK,gas,4935.16,910.27
2023,9,Brazil,nuclear,2260.86,748.6
2000,7,Japan,nuclear,4075.19,1462.16
2009,9,India,wind,1275.53,1733.95
2005,12,India,nuclear,346.2,612.46
2018,6,China,coal,3449.44,789.75
1990,2,USA,wind,4466.83,704.96
2007,6,Germany,solar,327.33,1595.64
2011,7,China,coal,2595.23,1713.87
1997,2,France,wind,3350.24,1260.92
1996,1,India,gas,3528.43,519.49
2014,6,Brazil,wind,249.1,1629.79
2019,12,India,coal,4329.01,959.92
2023,8,USA,nuclear,1621.49,626.69
2000,11,Germany,coal,1479.18,721.06
2004,6,France,gas,333.23,1481.88
2024,8,Brazil,coal,2948.49,439.63
2012,6,Japan,oil,2055.74,61.3
